iter	RMSE
1682	213367.2005
1683	213241.6377
1684	213081.1023
1685	213049.7923
1686	212900.5251
1687	212885.9483
1688	212796.4212
1689	212714.9704
1690	212592.2881
1691	212418.3582
1692	212340.5554
1693	212172.6907
1694	212144.9752
1695	212072.0934
1696	212063.6182
1697	211909.5224
1698	211880.0139
1699	211785.2065
1700	211649.325
1701	211642.6876
1702	211629.5408
1703	211489.3176
1704	211474.2146
1705	211359.4818
1706	211303.1593
1707	211283.362
1708	211201.5876
1709	211116.5815
1710	211000.969
1711	210845.6118
1712	210699.8029
1713	210564.8728
1714	210469.8558
1715	210379.8496
1716	210295.0707
1717	210262.6053
1718	210224.4685
1719	210165.8607
1720	210086.9239
1721	210067.3844
1722	210010.324
1723	209856.5273
1724	209822.1121
1725	209665.2856
1726	209518.7213
1727	209496.462
1728	209417.745
1729	209345.6083
1730	209134.4891
1731	209116.7555
1732	209099.4679
1733	209045.0695
1734	209025.299
1735	208937.0578
1736	208914.3711
1737	208804.5866
1738	208642.8494
1739	208635.3952
1740	208581.9829
1741	208440.9564
1742	208399.5412
1743	208261.9817
1744	208216.341
1745	208088.8658
1746	207933.0286
1747	207887.6744
1748	207875.2023
1749	207758.8826
1750	207694.8068
1751	207598.9637
1752	207405.182
1753	207374.2004
1754	207329.9739
1755	207316.946
1756	207193.7136
1757	207116.3189
1758	206930.7175
1759	206855.4388
1760	206836.4516
1761	206819.4932
1762	206711.3548
1763	206638.8567
1764	206522.0121
1765	206426.1612
1766	206393.6767
1767	206258.6811
1768	206081.3397
1769	206008.1812
1770	205856.917
1771	205777.8752
1772	205690.9998
1773	205619.458
1774	205469.0645
1775	205442.9068
1776	205305.553
1777	205193.3493
1778	205049.5526
1779	205021.5421
1780	204949.9921
1781	204906.253
1782	204900.0998
1783	204883.9577
1784	204856.9759
1785	204786.5273
1786	204657.6312
1787	204455.4221
1788	204346.3858
1789	204286.4905
1790	204232.0624
1791	204211.6776
1792	204102.4797
1793	204084.2686
1794	204000.0941
1795	203985.0084
1796	203915.2091
1797	203765.1297
1798	203710.3926
1799	203554.0275
1800	203528.4907
1801	203387.9099
1802	203327.7078
1803	203313.5064
1804	203281.6997
1805	203268.0928
1806	203245.6497
1807	203240.211
1808	203139.4227
1809	203087.6314
1810	203015.9985
1811	202986.1551
1812	202967.4521
1813	202780.609
1814	202635.7779
1815	202542.7684
1816	202501.1968
1817	202474.2124
1818	202344.796
1819	202298.736
1820	202265.5645
1821	202183.2754
1822	202045.3267
1823	202017.0475
1824	201942.6101
1825	201859.5373
1826	201827.4487
1827	201738.9139
1828	201718.7835
1829	201645.0663
1830	201627.9923
1831	201473.5867
1832	201447.5109
1833	201407.8073
1834	201300.2373
1835	201207.6905
1836	201187.904
1837	201115.0749
1838	201096.9713
1839	201046.9145
1840	200903.1748
1841	200808.5295
1842	200657.0877
1843	200583.1219
1844	200553.4419
1845	200458.1118
1846	200418.7966
1847	200390.0546
1848	200367.3265
1849	200349.5261
1850	200300.2942
1851	200225.2463
1852	200051.1281
1853	199947.8609
1854	199875.7349
1855	199799.4157
1856	199686.5943
1857	199676.953
1858	199500.4822
1859	199439.5192
1860	199392.646
1861	199281.7225
1862	199261.1493
1863	199196.4593
1864	199148.1421
1865	199093.9717
1866	199055.8176
1867	198936.4497
1868	198854.0856
1869	198833.9823
1870	198774.7256
1871	198669.8542
1872	198628.5677
1873	198578.9126
1874	198538.9413
1875	198458.3976
1876	198324.9978
1877	198198.415
1878	198170.9433
1879	198038.1902
1880	198014.8074
1881	197964.156
1882	197959.2338
1883	197846.2818
1884	197689.4932
1885	197464.4722
1886	197325.5688
1887	197157.6958
1888	197017.1932
1889	196982.8464
1890	196800.4968
1891	196773.779
1892	196666.7565
1893	196624.5884
1894	196611.8466
1895	196541.949
1896	196491.0131
1897	196372.709
1898	196340.7268
1899	196251.2759
